ISO3,Code,Description,Region,NumberType,IsGeographic
ZAF,84,Mobile - Cell C,,mobile,false
ZAF,800,Freephone,,toll-free,false
ZAF,860,Shared cost,,shared-cost,false
ZAF,861,Shared cost,,shared-cost,false
ZAF,86,Shared cost,,shared-cost,false
ZAF,900,Premium rate,,premium-rate,false
NGA,1,Lagos,Lagos,geographic,true
NGA,2,Ibadan,Oyo,geographic,true
NGA,9,Abuja,FCT,geographic,true
NGA,20,Ado-Ekiti,Ekiti,geographic,true
NGA,22,Abeokuta,Ogun,geographic,true
NGA,23,Ijebu-Ode,Ogun,geographic,true
NGA,24,Ilorin,Kwara,geographic,true
NGA,25,Ilesha/Oshogbo,Osun,geographic,true
NGA,27,Iwo,Osun,geographic,true
NGA,30,Akure,Ondo,geographic,true
NGA,31,Onitsha/Nnewi,Anambra,geographic,true
NGA,32,Abakaliki,Ebonyi,geographic,true
NGA,33,Enugu,Enugu,geographic,true
NGA,34,Nsukka,Enugu,geographic,true
NGA,35,Owerri,Imo,geographic,true
NGA,36,Aba,Abia,geographic,true
NGA,37,Umuahia,Abia,geographic,true
NGA,38,Awka,Anambra,geographic,true
NGA,40,Calabar,Cross River,geographic,true
NGA,41,Warri,Delta,geographic,true
NGA,42,Port Harcourt,Rivers,geographic,true
NGA,43,Auchi/Benin (overlay),Edo,geographic,true
NGA,44,Benin City,Edo,geographic,true
NGA,45,Asaba,Delta,geographic,true
NGA,46,Uyo,Akwa Ibom,geographic,true
NGA,47,Yenagoa,Bayelsa,geographic,true
NGA,50,Sokoto,Sokoto,geographic,true
NGA,52,Kaduna,Kaduna,geographic,true
NGA,53,Zaria,Kaduna,geographic,true
NGA,54,Katsina,Katsina,geographic,true
NGA,55,Gusau,Zamfara,geographic,true
NGA,57,Kontagora,Niger,geographic,true
NGA,58,Birnin Kebbi,Kebbi,geographic,true
NGA,60,Minna,Niger,geographic,true
NGA,62,Jos,Plateau,geographic,true
NGA,64,Makurdi,Benue,geographic,true
NGA,66,Bauchi,Bauchi,geographic,true
NGA,69,Jalingo,Taraba,geographic,true
NGA,71,Damaturu,Yobe,geographic,true
NGA,72,Gombe,Gombe,geographic,true
NGA,73,Maiduguri,Borno,geographic,true
NGA,76,Yola,Adamawa,geographic,true
NGA,77,Lafia,Nasarawa,geographic,true
NGA,78,Kano,Kano,geographic,true
NGA,700,Mobile - Various,,mobile,false
NGA,701,Mobile - Airtel,,mobile,false
NGA,702,Mobile - MTN (overlay),,mobile,false
NGA,703,Mobile - MTN,,mobile,false
NGA,704,Mobile - MTN (overlay),,mobile,false
NGA,705,Mobile - Globacom,,mobile,false
NGA,706,Mobile - MTN,,mobile,false
NGA,707,Mobile - MTN (overlay),,mobile,false
NGA,708,Mobile - Airtel,,mobile,false
NGA,709,Mobile - Various,,mobile,false
NGA,802,Mobile - Airtel,,mobile,false
NGA,803,Mobile - MTN,,mobile,false
NGA,805,Mobile - Globacom,,mobile,false
NGA,806,Mobile - MTN,,mobile,false
NGA,807,Mobile - Globacom,,mobile,false
NGA,808,Mobile - Airtel,,mobile,false
NGA,809,Mobile - 9Mobile,,mobile,false
NGA,810,Mobile - MTN,,mobile,false
NGA,811,Mobile - Globacom,,mobile,false
NGA,812,Mobile - Airtel,,mobile,false
NGA,813,Mobile - MTN,,mobile,false
NGA,814,Mobile - MTN,,mobile,false
NGA,815,Mobile - Globacom,,mobile,false
NGA,816,Mobile - MTN,,mobile,false
NGA,817,Mobile - 9Mobile,,mobile,false
NGA,818,Mobile - 9Mobile,,mobile,false
NGA,819,Mobile - Starcomms,,mobile,false
NGA,903,Mobile - MTN,,mobile,false
NGA,904,Mobile - Airtel,,mobile,false
NGA,905,Mobile - Globacom,,mobile,false
NGA,906,Mobile - MTN,,mobile,false
NGA,907,Mobile - Airtel,,mobile,false
NGA,908,Mobile - 9Mobile,,mobile,false
NGA,909,Mobile - 9Mobile,,mobile,false
NGA,912,Mobile - Airtel,,mobile,false
NGA,913,Mobile - MTN,,mobile,false
NGA,800,Freephone,,toll-free,false
EGY,2,Cairo/Giza,Cairo,geographic,true
EGY,3,Alexandria,Alexandria,geographic,true
EGY,13,Beni Suef,Beni Suef,geographic,true
EGY,15,Fayoum,Fayoum,geographic,true
EGY,40,Tanta/Gharbia,Gharbia,geographic,true
EGY,45,Damietta,Damietta,geographic,true
EGY,46,Port Said,Port Said,geographic,true
EGY,47,Kafr El-Sheikh,Kafr El-Sheikh,geographic,true
EGY,48,Mansoura/Dakahlia,Dakahlia,geographic,true
EGY,50,Benha/Qalyubia,Qalyubia,geographic,true
EGY,55,Zagazig/Sharqia,Sharqia,geographic,true
EGY,57,Ismailia,Ismailia,geographic,true
EGY,62,Suez,Suez,geographic,true
EGY,64,Suez (overlay),Suez,geographic,true
EGY,65,Red Sea/Hurghada,Red Sea,geographic,true
EGY,66,Red Sea (overlay),Red Sea,geographic,true
EGY,68,South Sinai/Sharm el-Sheikh,South Sinai,geographic,true
EGY,69,North Sinai/El Arish,North Sinai,geographic,true
EGY,82,Assiut,Assiut,geographic,true
EGY,86,Minya,Minya,geographic,true
EGY,88,Assiut (overlay),Assiut,geographic,true
EGY,93,Sohag,Sohag,geographic,true
EGY,95,Luxor,Luxor,geographic,true
EGY,96,Qena,Qena,geographic,true
EGY,97,Aswan,Aswan,geographic,true
EGY,10,Mobile - Vodafone,,mobile,false
EGY,11,Mobile - Etisalat,,mobile,false
EGY,12,Mobile - Orange,,mobile,false
EGY,800,Freephone,,toll-free,false
EGY,900,Premium rate,,premium-rate,false
KEN,20,Nairobi,Nairobi,geographic,true
KEN,41,Mombasa,Coast,geographic,true
KEN,42,Malindi,Coast,geographic,true
KEN,43,Voi,Coast,geographic,true
KEN,44,Machakos/Kitui,Eastern,geographic,true
KEN,45,Kajiado/Ngong,Rift Valley,geographic,true
KEN,46,Garissa,North Eastern,geographic,true
KEN,50,Naivasha,Rift Valley,geographic,true
KEN,51,Nakuru,Rift Valley,geographic,true
KEN,52,Kericho,Rift Valley,geographic,true
KEN,53,Eldoret,Rift Valley,geographic,true
KEN,54,Kitale,Rift Valley,geographic,true
KEN,55,Bungoma,Western,geographic,true
KEN,56,Kakamega,Western,geographic,true
KEN,57,Kisumu,Nyanza,geographic,true
KEN,58,Kisii,Nyanza,geographic,true
KEN,59,Homabay,Nyanza,geographic,true
KEN,60,Muranga,Central,geographic,true
KEN,61,Nyeri,Central,geographic,true
KEN,62,Nanyuki,Central,geographic,true
KEN,64,Meru,Eastern,geographic,true
KEN,66,Thika,Central,geographic,true
KEN,67,Kiambu,Central,geographic,true
KEN,68,Embu,Eastern,geographic,true
KEN,69,Marsabit,Eastern,geographic,true
KEN,70,Mobile - Safaricom,,mobile,false
KEN,71,Mobile - Safaricom,,mobile,false
KEN,72,Mobile - Safaricom,,mobile,false
KEN,73,Mobile - Airtel,,mobile,false
KEN,74,Mobile - Safaricom,,mobile,false
KEN,75,Mobile - Safaricom,,mobile,false
KEN,76,Mobile - Airtel,,mobile,false
KEN,77,Mobile - Telkom,,mobile,false
KEN,78,Mobile - Safaricom,,mobile,false
KEN,79,Mobile - Safaricom,,mobile,false
KEN,10,Mobile - Faiba,,mobile,false
KEN,11,Mobile - Faiba,,mobile,false
KEN,800,Freephone,,toll-free,false
KEN,900,Premium rate,,premium-rate,false
GHA,30,Accra/Greater Accra,Greater Accra,geographic,true
GHA,31,Tema/Eastern Region,Greater Accra/Eastern,geographic,true
GHA,32,Koforidua,Eastern,geographic,true
GHA,33,Kumasi/Ashanti Region (overlay),Ashanti,geographic,true
GHA,34,Takoradi,Western,geographic,true
GHA,35,Cape Coast,Central,geographic,true
GHA,36,Ho,Volta,geographic,true
GHA,37,Accra (overlay),Greater Accra,geographic,true
GHA,38,Sunyani,Bono,geographic,true
GHA,39,Bolgatanga,Upper East,geographic,true
GHA,42,Tamale,Northern,geographic,true
GHA,51,Kumasi,Ashanti,geographic,true
GHA,52,Kumasi (overlay),Ashanti,geographic,true
GHA,61,Accra (overlay),Greater Accra,geographic,true
GHA,71,Wa,Upper West,geographic,true
GHA,20,Mobile - Vodafone,,mobile,false
GHA,23,Mobile - Various,,mobile,false
GHA,24,Mobile - MTN,,mobile,false
GHA,25,Mobile - MTN,,mobile,false
GHA,26,Mobile - AirtelTigo,,mobile,false
GHA,27,Mobile - AirtelTigo,,mobile,false
GHA,28,Mobile - Various,,mobile,false
GHA,29,Mobile - Various,,mobile,false
GHA,50,Mobile - Vodafone,,mobile,false
GHA,53,Mobile - MTN,,mobile,false
GHA,54,Mobile - MTN,,mobile,false
GHA,55,Mobile - MTN,,mobile,false
GHA,56,Mobile - MTN,,mobile,false
GHA,57,Mobile - MTN,,mobile,false
GHA,59,Mobile - MTN,,mobile,false
GHA,800,Freephone,,toll-free,false
TZA,22,Dar es Salaam,Dar es Salaam,geographic,true
TZA,23,Dodoma,Dodoma,geographic,true
TZA,24,Zanzibar,Zanzibar,geographic,true
TZA,25,Morogoro,Morogoro,geographic,true
TZA,26,Mbeya/Iringa,Southern Highlands,geographic,true
TZA,27,Arusha/Kilimanjaro,Northern,geographic,true
TZA,28,Mwanza/Lake Zone,Lake Zone,geographic,true
TZA,61,Mobile - Vodacom,,mobile,false
TZA,62,Mobile - Vodacom,,mobile,false
TZA,65,Mobile - Tigo,,mobile,false
TZA,66,Mobile - Halotel,,mobile,false
TZA,67,Mobile - Airtel,,mobile,false
TZA,68,Mobile - Airtel,,mobile,false
TZA,69,Mobile - Halotel,,mobile,false
TZA,71,Mobile - Tigo,,mobile,false
TZA,74,Mobile - Vodacom,,mobile,false
TZA,75,Mobile - Vodacom,,mobile,false
TZA,76,Mobile - Vodacom,,mobile,false
TZA,77,Mobile - Tigo,,mobile,false
TZA,78,Mobile - Airtel,,mobile,false
TZA,800,Freephone,,toll-free,false
TZA,900,Premium rate,,premium-rate,false
ETH,11,Addis Ababa,Addis Ababa,geographic,true
ETH,22,Dire Dawa,Dire Dawa,geographic,true
ETH,25,Harar,Harari,geographic,true
ETH,33,Gondar,Amhara,geographic,true
ETH,34,Dessie,Amhara,geographic,true
ETH,46,Jimma,Oromia,geographic,true
ETH,47,Hawassa,SNNPR,geographic,true
ETH,58,Bahir Dar,Amhara,geographic,true
ETH,9,Mobile - Ethio Telecom,,mobile,false
ETH,91,Mobile - Ethio Telecom,,mobile,false
ETH,70,Mobile - Safaricom Ethiopia,,mobile,false
ETH,800,Freephone,,toll-free,false
MAR,5,Casablanca/Central,Casablanca-Settat,geographic,true
MAR,520,Casablanca,Casablanca-Settat,geographic,true
MAR,522,Casablanca,Casablanca-Settat,geographic,true
MAR,523,El Jadida/Settat,Casablanca-Settat,geographic,true
MAR,524,Marrakech,Marrakech-Safi,geographic,true
MAR,525,Beni Mellal,Beni Mellal-Khenifra,geographic,true
MAR,528,Agadir,Souss-Massa,geographic,true
MAR,530,Meknes/Fes,Fes-Meknes,geographic,true
MAR,535,Fes,Fes-Meknes,geographic,true
MAR,536,Oujda,Oriental,geographic,true
MAR,537,Rabat,Rabat-Sale-Kenitra,geographic,true
MAR,539,Tangier/Tetouan,Tanger-Tetouan-Al Hoceima,geographic,true
MAR,6,Mobile - Various,,mobile,false
MAR,61,Mobile - IAM,,mobile,false
MAR,62,Mobile - IAM,,mobile,false
MAR,63,Mobile - Inwi,,mobile,false
MAR,64,Mobile - Inwi,,mobile,false
MAR,65,Mobile - Orange,,mobile,false
MAR,66,Mobile - Orange,,mobile,false
MAR,67,Mobile - IAM,,mobile,false
MAR,68,Mobile - Inwi,,mobile,false
MAR,7,Mobile (overlay),,mobile,false
MAR,800,Freephone,,toll-free,false
MAR,89,Premium rate,,premium-rate,false
TUN,71,Tunis,Tunis,geographic,true
TUN,72,Ariana/Ben Arous/Manouba,Greater Tunis,geographic,true
TUN,73,Sousse/Monastir,Sahel,geographic,true
TUN,74,Sfax,Sfax,geographic,true
TUN,75,Nabeul/Hammamet,Cap Bon,geographic,true
TUN,76,Tozeur/Gafsa,Southwest,geographic,true
TUN,77,Kasserine/Sidi Bouzid,Central West,geographic,true
TUN,78,Beja/Jendouba,Northwest,geographic,true
TUN,79,Bizerte,Bizerte,geographic,true
TUN,2,Mobile - Various,,mobile,false
TUN,20,Mobile - Ooredoo,,mobile,false
TUN,21,Mobile - Ooredoo,,mobile,false
TUN,22,Mobile - Tunisie Telecom,,mobile,false
TUN,23,Mobile - Tunisie Telecom,,mobile,false
TUN,24,Mobile - Tunisie Telecom,,mobile,false
TUN,25,Mobile - Orange,,mobile,false
TUN,26,Mobile - Orange,,mobile,false
TUN,27,Mobile - Ooredoo,,mobile,false
TUN,28,Mobile - Various,,mobile,false
TUN,29,Mobile - Various,,mobile,false
TUN,50,Mobile - Ooredoo,,mobile,false
TUN,52,Mobile - Orange,,mobile,false
TUN,53,Mobile - Orange,,mobile,false
TUN,54,Mobile - Ooredoo,,mobile,false
TUN,55,Mobile - Tunisie Telecom,,mobile,false
TUN,56,Mobile - Ooredoo,,mobile,false
TUN,58,Mobile - Tunisie Telecom,,mobile,false
TUN,800,Freephone,,toll-free,false
DZA,21,Algiers,Algiers,geographic,true
DZA,23,Blida,Blida,geographic,true
DZA,24,Boumerdes,Boumerdes,geographic,true
DZA,25,Constantine,Constantine,geographic,true
DZA,26,Medea,Medea,geographic,true
DZA,27,Chlef,Chlef,geographic,true
DZA,29,Djelfa,Djelfa,geographic,true
DZA,31,Oran,Oran,geographic,true
DZA,32,El Bayadh,El Bayadh,geographic,true
DZA,33,Batna,Batna,geographic,true
DZA,34,Bejaia,Bejaia,geographic,true
DZA,35,Bordj Bou Arreridj,Bordj Bou Arreridj,geographic,true
DZA,36,Setif,Setif,geographic,true
DZA,37,Tizi Ouzou,Tizi Ouzou,geographic,true
DZA,38,Jijel,Jijel,geographic,true
DZA,41,Annaba,Annaba,geographic,true
DZA,43,Tebessa,Tebessa,geographic,true
DZA,44,Ain Defla,Ain Defla,geographic,true
DZA,45,Naama,Naama,geographic,true
DZA,46,Mostaganem,Mostaganem,geographic,true
DZA,47,Tiaret,Tiaret,geographic,true
DZA,48,Relizane,Relizane,geographic,true
DZA,49,Ghardaia/M'Sila,Ghardaia,geographic,true
DZA,5,Mobile - Various,,mobile,false
DZA,54,Mobile - Mobilis,,mobile,false
DZA,55,Mobile - Ooredoo,,mobile,false
DZA,56,Mobile - Djezzy,,mobile,false
DZA,57,Mobile - Mobilis,,mobile,false
DZA,58,Mobile - Ooredoo,,mobile,false
DZA,6,Mobile - Various,,mobile,false
DZA,66,Mobile - Mobilis,,mobile,false
DZA,67,Mobile - Djezzy,,mobile,false
DZA,69,Mobile - Ooredoo,,mobile,false
DZA,7,Mobile - Various,,mobile,false
DZA,77,Mobile - Djezzy,,mobile,false
DZA,78,Mobile - Ooredoo,,mobile,false
DZA,79,Mobile - Mobilis,,mobile,false
DZA,800,Freephone,,toll-free,false
LBY,21,Tripoli,Tripolitania,geographic,true
LBY,41,Misrata,Tripolitania,geographic,true
LBY,51,Zawiya,Tripolitania,geographic,true
LBY,61,Benghazi,Cyrenaica,geographic,true
LBY,67,Derna,Cyrenaica,geographic,true
LBY,71,Sabha,Fezzan,geographic,true
LBY,81,Tobruk,Cyrenaica,geographic,true
LBY,91,Mobile - Libyana,,mobile,false
LBY,92,Mobile - Al-Madar,,mobile,false
LBY,94,Mobile - Libyana,,mobile,false
LBY,95,Mobile - Al-Madar,,mobile,false
UGA,31,Kampala,Central,geographic,true
UGA,312,Kampala,Central,geographic,true
UGA,32,Jinja/Iganga,Eastern,geographic,true
UGA,33,Mbale,Eastern,geographic,true
UGA,34,Fort Portal,Western,geographic,true
UGA,36,Mbarara,Western,geographic,true
UGA,39,Gulu/Lira,Northern,geographic,true
UGA,41,Kampala (landline),Central,geographic,true
UGA,414,Kampala,Central,geographic,true
UGA,43,Masaka,Central,geographic,true
UGA,44,Mukono,Central,geographic,true
UGA,45,Entebbe,Central,geographic,true
UGA,46,Soroti,Eastern,geographic,true
UGA,47,Arua,West Nile,geographic,true
UGA,48,Kabale,Western,geographic,true
UGA,464,Moroto,Karamoja,geographic,true
UGA,70,Mobile - Various,,mobile,false
UGA,71,Mobile - UTL,,mobile,false
UGA,72,Mobile - Airtel,,mobile,false
UGA,73,Mobile - Airtel,,mobile,false
UGA,74,Mobile - Airtel,,mobile,false
UGA,75,Mobile - Airtel,,mobile,false
UGA,76,Mobile - MTN,,mobile,false
UGA,77,Mobile - MTN,,mobile,false
UGA,78,Mobile - MTN,,mobile,false
UGA,79,Mobile - Airtel,,mobile,false
UGA,800,Freephone,,toll-free,false
UGA,900,Premium rate,,premium-rate,false
CMR,222,Yaounde,Centre,geographic,true
CMR,233,Douala,Littoral,geographic,true
CMR,242,Limbe/Buea,South West,geographic,true
CMR,243,Bamenda,North West,geographic,true
CMR,22,Yaounde area,Centre,geographic,true
CMR,23,Douala area,Littoral,geographic,true
CMR,24,Western/Northwest,West/Northwest,geographic,true
CMR,25,Northern regions,Northern,geographic,true
CMR,33,Douala (overlay),Littoral,geographic,true
CMR,34,Bafoussam,West,geographic,true
CMR,650,Mobile - MTN,,mobile,false
CMR,651,Mobile - MTN,,mobile,false
CMR,652,Mobile - MTN,,mobile,false
CMR,653,Mobile - MTN,,mobile,false
CMR,654,Mobile - MTN,,mobile,false
CMR,655,Mobile - MTN,,mobile,false
CMR,656,Mobile - MTN,,mobile,false
CMR,670,Mobile - Orange,,mobile,false
CMR,671,Mobile - Orange,,mobile,false
CMR,672,Mobile - Orange,,mobile,false
CMR,673,Mobile - Orange,,mobile,false
CMR,674,Mobile - Orange,,mobile,false
CMR,675,Mobile - Orange,,mobile,false
CMR,676,Mobile - Orange,,mobile,false
CMR,677,Mobile - Orange,,mobile,false
CMR,678,Mobile - Orange,,mobile,false
CMR,679,Mobile - Orange,,mobile,false
CMR,680,Mobile - Nexttel,,mobile,false
CMR,681,Mobile - Nexttel,,mobile,false
CMR,682,Mobile - Nexttel,,mobile,false
CMR,683,Mobile - Nexttel,,mobile,false
CMR,800,Freephone,,toll-free,false
SEN,33,Dakar landline,Dakar,geographic,true
SEN,338,Dakar,Dakar,geographic,true
SEN,339,Dakar,Dakar,geographic,true
SEN,30,Thies landline,Thies,geographic,true
SEN,31,Kaolack landline,Kaolack,geographic,true
SEN,70,Mobile - Orange,,mobile,false
SEN,76,Mobile - Orange,,mobile,false
SEN,77,Mobile - Orange,,mobile,false
SEN,78,Mobile - Tigo/Free,,mobile,false
SEN,75,Mobile - Tigo/Free,,mobile,false
SEN,800,Freephone,,toll-free,false
CIV,21,Abidjan landline,Abidjan,geographic,true
CIV,27,Abidjan (overlay),Abidjan,geographic,true
CIV,30,Yamoussoukro landline,Yamoussoukro,geographic,true
CIV,31,Bouake landline,Bouake,geographic,true
CIV,32,Daloa landline,Daloa,geographic,true
CIV,33,Man landline,Man,geographic,true
CIV,34,San-Pedro landline,San-Pedro,geographic,true
CIV,35,Abengourou landline,Abengourou,geographic,true
CIV,36,Korhogo landline,Korhogo,geographic,true
CIV,01,Mobile - Orange,,mobile,false
CIV,05,Mobile - MTN,,mobile,false
CIV,07,Mobile - Orange,,mobile,false
CIV,08,Mobile - Moov,,mobile,false
CIV,800,Freephone,,toll-free,false
COD,12,Kinshasa,Kinshasa,geographic,true
COD,2,Katanga region,Katanga,geographic,true
COD,3,Eastern Congo,Eastern,geographic,true
COD,81,Lubumbashi,Katanga,geographic,true
COD,82,Mbuji-Mayi,Kasai,geographic,true
COD,83,Kisangani,Tshopo,geographic,true
COD,84,Bukavu,South Kivu,geographic,true
COD,85,Goma,North Kivu,geographic,true
COD,86,Matadi,Kongo Central,geographic,true
COD,89,Mobile - Orange,,mobile,false
COD,90,Mobile - Africell,,mobile,false
COD,97,Mobile - Airtel,,mobile,false
COD,98,Mobile - Airtel,,mobile,false
COD,99,Mobile - Orange,,mobile,false
COD,800,Freephone,,toll-free,false
COG,22,Brazzaville,Brazzaville,geographic,true
COG,24,Pointe-Noire,Pointe-Noire,geographic,true
COG,28,Dolisie/Niari,Niari,geographic,true
COG,04,Mobile - MTN,,mobile,false
COG,05,Mobile - Airtel,,mobile,false
COG,06,Mobile - Airtel/MTN,,mobile,false
MOZ,21,Maputo,Maputo,geographic,true
MOZ,23,Xai-Xai/Gaza,Gaza,geographic,true
MOZ,24,Inhambane,Inhambane,geographic,true
MOZ,25,Sofala/Beira,Sofala,geographic,true
MOZ,26,Zambezia/Quelimane,Zambezia,geographic,true
MOZ,27,Tete,Tete,geographic,true
MOZ,28,Nampula,Nampula,geographic,true
MOZ,29,Niassa/Lichinga,Niassa,geographic,true
MOZ,82,Maputo area,Maputo,geographic,true
MOZ,251,Beira,Sofala,geographic,true
MOZ,261,Quelimane,Zambezia,geographic,true
MOZ,271,Tete,Tete,geographic,true
MOZ,281,Nampula,Nampula,geographic,true
MOZ,83,Mobile - Vodacom,,mobile,false
MOZ,84,Mobile - Vodacom,,mobile,false
MOZ,85,Mobile - Movitel,,mobile,false
MOZ,86,Mobile - Tmcel,,mobile,false
MOZ,87,Mobile - Movitel,,mobile,false
MOZ,800,Freephone,,toll-free,false
AGO,222,Luanda,Luanda,geographic,true
AGO,231,Cabinda,Cabinda,geographic,true
AGO,232,Benguela,Benguela,geographic,true
AGO,241,Huambo,Huambo,geographic,true
AGO,251,Huila/Lubango,Huila,geographic,true
AGO,261,Namibe,Namibe,geographic,true
AGO,271,Cuando Cubango,Cuando Cubango,geographic,true
AGO,272,Moxico,Moxico,geographic,true
AGO,281,Malanje,Malanje,geographic,true
AGO,91,Mobile - Unitel,,mobile,false
AGO,92,Mobile - Movicel,,mobile,false
AGO,93,Mobile - Unitel,,mobile,false
AGO,94,Mobile - Movicel,,mobile,false
AGO,95,Mobile - Africell,,mobile,false
AGO,99,Mobile - Various,,mobile,false
AGO,800,Freephone,,toll-free,false
ZWE,4,Harare,Harare,geographic,true
ZWE,9,Bulawayo,Bulawayo,geographic,true
ZWE,20,Masvingo,Masvingo,geographic,true
ZWE,25,Mutare,Manicaland,geographic,true
ZWE,29,Chinhoyi,Mashonaland West,geographic,true
ZWE,39,Gweru,Midlands,geographic,true
ZWE,54,Kwekwe,Midlands,geographic,true
ZWE,55,Hwange,Matabeleland North,geographic,true
ZWE,67,Marondera,Mashonaland East,geographic,true
ZWE,68,Zvishavane,Midlands,geographic,true
ZWE,71,Mobile - NetOne,,mobile,false
ZWE,73,Mobile - Telecel,,mobile,false
ZWE,77,Mobile - Econet,,mobile,false
ZWE,78,Mobile - Econet,,mobile,false
ZWE,800,Freephone,,toll-free,false
ZMB,21,Lusaka,Lusaka,geographic,true
ZMB,211,Lusaka,Lusaka,geographic,true
ZMB,212,Choma/Livingstone,Southern,geographic,true
ZMB,213,Mongu,Western,geographic,true
ZMB,214,Kasama,Northern,geographic,true
ZMB,215,Kabwe,Central,geographic,true
ZMB,216,Ndola,Copperbelt,geographic,true
ZMB,217,Solwezi,North-Western,geographic,true
ZMB,218,Mansa,Luapula,geographic,true
ZMB,95,Mobile - Zamtel,,mobile,false
ZMB,96,Mobile - MTN,,mobile,false
ZMB,97,Mobile - Airtel,,mobile,false
ZMB,98,Mobile - Zamtel,,mobile,false
ZMB,800,Freephone,,toll-free,false
MWI,1,Blantyre/Southern Region,Southern,geographic,true
MWI,15,Zomba,Southern,geographic,true
MWI,17,Mulanje,Southern,geographic,true
MWI,18,Mangochi,Southern,geographic,true
MWI,21,Lilongwe,Central,geographic,true
MWI,26,Mzuzu,Northern,geographic,true
MWI,88,Mobile - TNM,,mobile,false
MWI,99,Mobile - Airtel,,mobile,false
MWI,98,Mobile - Various,,mobile,false
MWI,800,Freephone,,toll-free,false
BWA,3,Gaborone landline,Gaborone,geographic,true
BWA,31,Gaborone,Gaborone,geographic,true
BWA,36,Lobatse,South East,geographic,true
BWA,39,Francistown,North East,geographic,true
BWA,46,Maun,North West,geographic,true
BWA,47,Kasane,North West,geographic,true
BWA,48,Palapye,Central,geographic,true
BWA,49,Serowe,Central,geographic,true
BWA,52,Selebi-Phikwe,Central,geographic,true
BWA,54,Mochudi,Kgatleng,geographic,true
BWA,57,Molepolole,Kweneng,geographic,true
BWA,58,Kanye,Southern,geographic,true
BWA,59,Tsabong,Kgalagadi,geographic,true
BWA,7,Mobile - Various,,mobile,false
BWA,71,Mobile - Mascom,,mobile,false
BWA,72,Mobile - Orange,,mobile,false
BWA,73,Mobile - BTC Mobile,,mobile,false
BWA,74,Mobile - Various,,mobile,false
BWA,75,Mobile - Mascom,,mobile,false
BWA,76,Mobile - Orange,,mobile,false
BWA,77,Mobile - BTC Mobile,,mobile,false
BWA,800,Freephone,,toll-free,false
NAM,61,Windhoek,Khomas,geographic,true
NAM,62,Gobabis,Omaheke,geographic,true
NAM,63,Keetmanshoop,Karas,geographic,true
NAM,64,Swakopmund/Walvis Bay,Erongo,geographic,true
NAM,65,Otjiwarongo,Otjozondjupa,geographic,true
NAM,66,Rundu/Kavango,Kavango,geographic,true
NAM,67,Outjo/Etosha,Kunene,geographic,true
NAM,81,Mobile - MTC,,mobile,false
NAM,85,Mobile - TN Mobile,,mobile,false
NAM,800,Freephone,,toll-free,false
RWA,25,Kigali/Geographic,Kigali,geographic,true
RWA,252,Kigali,Kigali,geographic,true
RWA,72,Mobile - MTN,,mobile,false
RWA,73,Mobile - Airtel,,mobile,false
RWA,78,Mobile - MTN,,mobile,false
RWA,79,Mobile - Airtel,,mobile,false
RWA,800,Freephone,,toll-free,false
BDI,22,Bujumbura,Bujumbura,geographic,true
BDI,61,Mobile - Econet/Leo,,mobile,false
BDI,68,Mobile - Lumitel,,mobile,false
BDI,69,Mobile - Lumitel,,mobile,false
BDI,71,Mobile - Lacell,,mobile,false
BDI,75,Mobile - Lumitel,,mobile,false
BDI,76,Mobile - Econet/Leo,,mobile,false
BDI,79,Mobile - Various,,mobile,false
SDN,15,Khartoum,Khartoum,geographic,true
SDN,18,Port Sudan,Red Sea,geographic,true
SDN,11,Omdurman,Khartoum,geographic,true
SDN,31,Wad Madani,Gezira,geographic,true
SDN,41,El Obeid,North Kordofan,geographic,true
SDN,51,Kassala,Kassala,geographic,true
SDN,61,Atbara,River Nile,geographic,true
SDN,71,Nyala,South Darfur,geographic,true
SDN,73,El Fasher,North Darfur,geographic,true
SDN,9,Mobile - Various,,mobile,false
SDN,91,Mobile - Zain,,mobile,false
SDN,92,Mobile - MTN,,mobile,false
SDN,96,Mobile - Sudani,,mobile,false
SDN,99,Mobile - Various,,mobile,false
SDN,800,Freephone,,toll-free,false
SSD,18,Juba landline,Central Equatoria,geographic,true
SSD,91,Mobile - Zain,,mobile,false
SSD,92,Mobile - MTN,,mobile,false
SSD,95,Mobile - Vivacell,,mobile,false
SSD,97,Mobile - Various,,mobile,false
MLI,20,Bamako landline,,geographic,true
MLI,21,Bamako (overlay),,geographic,true
MLI,44,Sikasso landline,,geographic,true
MLI,6,Mobile - Orange,,mobile,false
MLI,7,Mobile - Malitel,,mobile,false
MLI,8,Mobile - Telecel,,mobile,false
MLI,800,Freephone,,toll-free,false
BFA,25,Ouagadougou landline,,geographic,true
BFA,20,Bobo-Dioulasso,,geographic,true
BFA,5,Mobile - Various,,mobile,false
BFA,6,Mobile - Orange,,mobile,false
BFA,7,Mobile - Telmob/Onatel,,mobile,false
BFA,800,Freephone,,toll-free,false
NER,20,Niamey landline,,geographic,true
NER,73,Mobile - Airtel,,mobile,false
NER,8,Mobile - Orange,,mobile,false
NER,9,Mobile - Moov/Zamani,,mobile,false
NER,800,Freephone,,toll-free,false
TCD,22,N'Djamena landline,,geographic,true
TCD,51,Moundou,,geographic,true
TCD,6,Mobile - Tigo,,mobile,false
TCD,9,Mobile - Airtel,,mobile,false
TCD,800,Freephone,,toll-free,false
GIN,30,Conakry landline,,geographic,true
